Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Your multi-agent research system produces comprehensive reports, but users complain that reports on broad topics like ""sustainable agriculture practices"" consistently miss important subtopics. Analysis shows the coordinator decomposes topics into 4-5 subtasks upfront, subagents complete their assigned research correctly, and synthesis combines all findings—yet the final output covers only 60% of relevant subtopics. The coordinator never re-evaluates coverage after receiving initial findings. What architectural change would most effectively address this coverage gap?",multiple-choice,Increase the coordinator's initial decomposition to 8-10 subtasks to ensure broader coverage from the start,Option A attempts to predict coverage needs upfront but can't anticipate all relevant subtopics for open-ended queries.,"Have the synthesis agent evaluate coverage against the original query, flag gaps with specific missing subtopics, and return control to the coordinator for targeted follow-up research","This implements the iterative refinement loop described in Domain 1.2: ""the coordinator evaluates synthesis output for gaps, re-delegates to search and analysis subagents with targeted queries, and re-invokes synthesis until coverage is sufficient."" The synthesis agent is best positioned to identify gaps because it sees all aggregated findings and can assess what's missing relative to the original query.",Give each web search agent instructions to proactively expand its search scope beyond the assigned subtask if it discovers related topics,Option C violates the hub-and-spoke pattern by having subagents unilaterally expand scope without coordinator oversight.,Add a final human review step that identifies missing subtopics and manually triggers additional research rounds,Option D adds latency and human dependency when the system could self-correct programmatically.,,,,,2,,Agentic Architecture & Orchestration
"During testing with the query ""autonomous vehicle safety regulations,"" the coordinator assigns overlapping research to multiple agents: web search agent A researches ""US AV regulations,"" web search agent B researches ""federal vehicle safety standards,"" and web search agent C researches ""NHTSA autonomous vehicle policy."" All three agents return substantially similar findings about the same NHTSA regulations, wasting 18 seconds and 3× the API cost. What coordinator prompt improvement would most effectively minimize this duplication?",multiple-choice,Give the coordinator a deduplication tool that identifies overlapping findings and removes redundant content before synthesis,Option A addresses symptoms after waste has occurred.,Have each web search agent report its findings incrementally so the coordinator can dynamically reassign remaining agents to uncovered areas,Option B adds significant complexity and multiple round-trips.,Reduce the number of parallel web search agents from 3 to 1 to eliminate the possibility of overlapping research,Option C eliminates beneficial parallelism to avoid a solvable coordination problem.,"Instruct the coordinator to partition research scope by assigning distinct subtopics or source types to each agent, preventing semantic overlap in assignments","Domain 1.2 explicitly describes this skill: ""Partitioning research scope across subagents to minimize duplication (e.g., assigning distinct subtopics or source types to each agent)."" The coordinator should decompose by distinct dimensions (geographic regions, time periods, source types) rather than overlapping semantic areas. For this query, it could assign one agent to ""US federal regulations,"" another to ""state-level regulations,"" and a third to ""international standards""—distinct partitions with no overlap.",,,,,4,,Agentic Architecture & Orchestration
"The web search subagent returns findings with URLs and excerpts. The document analysis subagent returns findings with document names and page numbers. When the synthesis agent combines them, it outputs: ""Studies show 37% productivity increase (Source: Multiple)."" The citation lacks specificity, making it impossible to verify the claim. What change to the subagent output structure would best preserve traceability?",multiple-choice,"Require all subagents to output claim-source mappings in a consistent structured format with source type, identifier, and relevant excerpt fields","Domain 5.6 explicitly addresses this: ""Requiring subagents to output structured claim-source mappings (source URLs, document names, relevant excerpts) that downstream agents preserve through synthesis."" This ensures provenance is maintained from the start.",Have the coordinator normalize all subagent outputs into a unified citation format before passing them to synthesis,Option B adds coordinator complexity and potential for information loss during normalization.,Give synthesis a citation_formatter tool that converts various source formats into a standard bibliography format,Option C formats existing citations but doesn't solve the root problem of insufficient source data.,Require synthesis to include all raw source data in an appendix rather than inline citations,Option D overwhelms readers with raw data instead of maintaining clear traceability in the narrative.,,,,,1,,Context Management & Reliability
"Your system researches ""blockchain scalability solutions."" The coordinator spawns a web search agent with full access to 8 different search tools (academic search, news search, GitHub search, patent search, technical documentation search, forum search, blog search, and general web search). You observe the agent frequently selects suboptimal tools—using forum search for academic queries and academic search for implementation examples. What architectural change would most improve tool selection reliability?",multiple-choice,"Split the single agent with domain-specialized agents, each scoped to relevant tools — academic agent (academic search only), code agent (GitHub/docs only), etc.","Domain 2.3 explicitly states that giving an agent access to too many tools (e.g., 18 instead of 4-5) degrades tool selection reliability by increasing decision complexity. The solution is to restrict each subagent's tool set to those relevant to its role. Creating specialized agents with scoped access—an academic research agent with academic tools, a code research agent with GitHub/documentation tools—directly implements this guidance.","Enhance tool descriptions for all 8 tools to include detailed input formats, example queries, and boundaries explaining when to use each versus alternatives",Option B improves descriptions but doesn't reduce the overwhelming 8-tool choice set.,Add few-shot examples to the web search agent's prompt demonstrating correct tool selection for different query types,Option C adds prompt overhead without addressing cognitive overload.,Implement a routing classifier that analyzes the coordinator's research query and pre-selects the appropriate search tool for the web search agent,Option D bypasses the LLM's reasoning rather than solving the architectural problem at its root.,,,,,1,,Tool Design & MCP Integration
"The coordinator receives this error from the document analysis subagent: `{""isError"": true, ""message"": ""Analysis failed"", ""errorCategory"": ""transient"", ""isRetryable"": true, ""attemptedDocument"": ""report.pdf"", ""partialResults"": null, ""suggestedAlternative"": ""Try splitting into smaller chunks""}`. The coordinator immediately re-attempts analysis of the full document and receives the same error. After three retries, it abandons document analysis entirely. What coordinator logic would enable better recovery?",multiple-choice,Implement exponential backoff delays between retries to allow transient issues to resolve before reattempting,Option A addresses generic transient failures but ignores specific guidance.,Parse the suggestedAlternative field and implement the recommended chunking strategy rather than naive retry,The structured error response includes actionable recovery guidance in suggestedAlternative. A sophisticated coordinator should parse and implement these suggestions. This tests understanding of structured error propagation (Domain 2.2) and intelligent recovery decisions.,"Change errorCategory to ""business"" since repeated failures indicate the document is fundamentally unprocessable",Option C misunderstands error categories—transient vs. business isn't about retry success probability.,Have the coordinator proceed with web search findings only and annotate the final report with a coverage gap noting the failed document analysis,Option D gives up prematurely when the error explicitly suggests a resolution strategy.,,,,,2,,Tool Design & MCP Integration
"Your synthesis agent receives findings from 6 parallel web search agents, each returning 15-20 results with full article text, metadata, and search context. The synthesis prompt includes all this data (approximately 85KB). The synthesis agent produces inconsistent output: sometimes it accurately synthesizes findings, other times it omits entire subtopics or references articles that weren't in the input. What context management strategy would most reliably improve synthesis quality?",multiple-choice,"Modify web search agents to return only structured summaries with key facts, citations, and relevance scores instead of full article text, reducing synthesis agent context consumption",Option A helps reduce context but doesn't address the fundamental issue of processing large amounts of information in one pass.,Have the coordinator trim low-relevance results from each web search agent before aggregating them for synthesis,"Option B requires the coordinator to judge relevance, adding complexity.","Split synthesis into multiple focused passes: synthesize each subtopic independently, then combine subtopic summaries in a final pass","Splitting synthesis into focused passes directly addresses the attention dilution and ""lost in the middle"" effect causing inconsistent output. By synthesizing each subtopic independently and then combining summaries, each pass processes a manageable amount of context with consistent attention.",Increase the synthesis agent's max_tokens parameter to ensure the full context is processed before generating output,"Option D misunderstands the issue—the problem is attention dilution, not insufficient output space.",,,,,3,,Prompt Engineering & Structured Output
"Your research system analyzes ""global renewable energy adoption rates."" The web search agent returns: ""Solar adoption grew 28% in 2023 (IEA Annual Report)."" The document analysis agent returns: ""Solar installations increased 19% year-over-year (BloombergNEF Q4 2023)."" Both sources are credible industry authorities. The synthesis agent outputs: ""Solar adoption grew 28% in 2023"" without mentioning the discrepancy. How should the synthesis agent handle this conflicting data?",multiple-choice,"Average the two values and report ""Solar adoption grew approximately 23.5% in 2023"" to provide a balanced estimate",Option A fabricates a number not supported by either source.,Use the IEA figure since government agencies are more authoritative than commercial research firms,Option B arbitrarily privileges one source without justification—both are credible authorities with different measurement scopes.,"Report both statistics with their sources and note the discrepancy: ""Solar adoption grew 28% (IEA) to 19% (BloombergNEF), reflecting different measurement methodologies""","Domain 5.6 explicitly addresses this: ""How to handle conflicting statistics from credible sources: annotating conflicts with source attribution rather than arbitrarily selecting one value."" The synthesis agent should preserve both values with their sources and acknowledge the discrepancy, allowing readers to understand the uncertainty.",Flag the conflict as unresolvable and escalate to human review before including any solar adoption statistics,Option D is overly conservative when the conflict can be transparently reported without human intervention.,,,,,3,,Context Management & Reliability
"Your coordinator spawns a document analysis subagent with this prompt: ""Analyze the uploaded research papers and extract key findings about machine learning interpretability."" The subagent returns: ""Error: No documents available. Please provide documents to analyze."" When you examine the coordinator's implementation, you see it stores document references in its own context but doesn't include them in the Task tool call prompt. What does this reveal about subagent context management?",multiple-choice,"Subagents automatically inherit the coordinator's conversation context including file references, so the error indicates a bug in the document analysis agent",Option A contradicts this principle.,Subagents have isolated context and don't inherit parent context—the coordinator must explicitly include document references or content in the subagent's prompt,"Domain 1.3 explicitly states: ""That subagent context must be explicitly provided in the prompt—subagents do not automatically inherit parent context or share memory between invocations."" This is a fundamental architectural principle.","The Task tool's allowedTools parameter should include ""Read"" so the subagent can access the coordinator's file references","Option C misunderstands that allowedTools controls which tools the subagent can call, not what data is in its context—even with Read access, the subagent would need to know which files to read.",The coordinator should use fork_session instead of the Task tool to ensure document context is preserved across agent boundaries,Option D confuses fork_session (a Claude Code feature for exploring divergent approaches) with subagent invocation in the Agent SDK.,,,,,2,,Agentic Architecture & Orchestration
"The synthesis agent frequently produces claims like ""Recent studies show..."" and ""Experts agree that..."" without specific citations, even though the input findings include detailed source information. The synthesis prompt contains detailed instructions specifying: ""Include specific citations for all factual claims using the format [Source: Author, Publication, Date]."" Despite these instructions, only 40% of claims include proper citations, and the format varies inconsistently. What prompt refinement would most effectively enforce rigorous citation practices?",multiple-choice,"Require the synthesis agent to output raw JSON with separate ""claims"" and ""citations"" arrays that a post-processing script formats into prose, removing the synthesis agent's responsibility for natural language integration","Option A separates synthesis from natural language integration, creating an awkward workflow.","Add few-shot examples showing synthesis output with specific claim-source mappings: every factual assertion paired with [Source: Author, Publication, Date] citations in the exact required format","Domain 4.2 addresses this: few-shot examples are ""the most effective technique for achieving consistently formatted, actionable output when detailed instructions alone produce inconsistent results."" The scenario explicitly states that detailed instructions were tried and produce only 40% compliance with inconsistent format—exactly when few-shot examples provide the most value.",Give the synthesis agent a citation_validator tool that checks each claim against source findings and rejects the output if citations are missing,Option C adds validation but doesn't fix the underlying behavior—the agent would still produce poor citations that get rejected.,"Change the prompt to emphasize importance: ""Citations are CRITICAL. You MUST include specific sources for EVERY claim. Failure to cite properly is unacceptable.""","Option D uses vague emphasis (""CRITICAL,"" ""MUST"") that doesn't improve specificity beyond the already-detailed instructions.",,,,,2,,Prompt Engineering & Structured Output
"Your developer productivity agent helps engineers explore a large legacy codebase with 850+ files. After 45 minutes of investigation spanning multiple queries, the agent starts referencing ""typical patterns"" and giving vague answers like ""this probably follows the standard controller pattern"" instead of citing specific classes it analyzed earlier. What's the most effective way to address this degradation?",multiple-choice,Use scratchpad files: agent records key findings after each discovery phase and references them in later queries to fight context degradation.,"Scratchpad files provide persistent storage for key findings that remain accessible as conversation context degrades over extended sessions. The agent can record architectural patterns, key class relationships, and important file locations, then read these summaries later to ground its responses in specific discovered facts rather than vague generalizations.",Increase the context window by switching to a model tier with larger token limits to accommodate the full conversation history.,Option B misunderstands that larger context windows don't solve attention quality issues—the model still experiences lost-in-the-middle effects.,Restart the session every 20 minutes with a fresh context to prevent degradation from accumulating.,Option C loses valuable accumulated understanding with each restart.,Add explicit instructions in the system prompt telling the agent to always cite specific file paths and line numbers rather than making generalizations.,Option D addresses symptoms through prompting but doesn't solve the root cause of context degradation in long sessions.,,,,,1,,Context Management & Reliability
"Your agent uses both built-in tools and a custom MCP server providing advanced code analysis tools (semantic_search, find_dependencies, trace_dataflow). However, logs show the agent consistently chooses Grep over semantic_search even when semantic understanding would be more accurate, and it uses Read to manually trace imports instead of calling find_dependencies. What's the most likely root cause and solution?",multiple-choice,"MCP tool descriptions are too minimal vs. built-in tools, so the agent prefers familiar ones. Fix: Add detailed capabilities, examples, and usage guidance to MCP descriptions.","Tool descriptions are the primary mechanism for tool selection. Built-in tools (Grep, Read) have well-crafted descriptions that clearly explain their purpose and capabilities, while hastily-written MCP tool descriptions often lack detail. When an MCP tool description says ""searches code semantically"" versus Grep's detailed explanation about content search across files with pattern matching, the agent lacks information to differentiate them meaningfully. Option A directly addresses this by making MCP tools competitive through comprehensive descriptions including capabilities, outputs, and explicit boundaries versus similar tools.",The agent needs few-shot examples in the system prompt demonstrating correct tool selection patterns between built-in and MCP tools.,Option B adds token overhead without fixing the root issue.,Built-in tools are always prioritized over MCP tools in the tool selection algorithm; use tool_choice to force MCP tool usage on the first turn of each investigation.,Option C is a workaround that doesn't scale across multi-turn investigations.,The MCP server is misconfigured and the tools aren't being properly registered; verify the .mcp.json configuration and restart the MCP server.,"Option D is unlikely since the tools appear available—the issue is selection, not registration.",,,,,1,,Tool Design & MCP Integration
"Your team has configured a project-scoped MCP server in .mcp.json for Jira integration, using ${JIRA_TOKEN} for authentication. A new developer clones the repository and reports that the agent cannot access Jira tools, showing ""authentication failed"" errors. The developer has set the JIRA_TOKEN environment variable correctly in their shell. What's the most likely issue?",multiple-choice,MCP server needs the JIRA_TOKEN environment variable set before the agent session starts. Developer must restart their terminal/IDE.,"Environment variables must be available to the process that launches the agent. If the developer set JIRA_TOKEN after starting their IDE or terminal session, the agent process won't inherit it. The agent needs to be restarted (or the IDE/terminal restarted) after setting the environment variable so the MCP server configuration can properly expand ${JIRA_TOKEN} at connection time.",Project-scoped MCP servers in .mcp.json don't support environment variable expansion; the developer needs to create a personal override in ~/.claude.json with their actual token value.,Option B is incorrect—.mcp.json explicitly supports environment variable expansion with ${VAR_NAME} syntax for credential management without committing secrets.,The developer needs to run a setup command to register their credentials with the MCP server before it can authenticate.,Option C describes a non-existent setup step—MCP servers using environment variables don't require separate registration.,The ${JIRA_TOKEN} syntax is incorrect; it should be $JIRA_TOKEN without the braces for environment variable expansion.,Option D is wrong because ${VAR_NAME} is the correct syntax for environment variable expansion in .mcp.json files.,,,,,1,,Tool Design & MCP Integration
"You're building an agent to help engineers refactor a codebase. The agent needs to find all usages of a specific function, then trace how data flows through each call site to determine safe refactoring boundaries. When given a function name like calculateDiscount, logs show the agent successfully uses Grep to find call sites but then reads entire files one-by-one to understand each usage context, consuming excessive tokens. What's the most efficient approach to improve this workflow?",multiple-choice,"Use Grep to find the function name and extract surrounding context with -A and -B flags to get 5-10 lines before and after each match, then analyze these excerpts without reading full files.","Grep with context flags (-A for after, -B for before, -C for both) provides exactly what's needed: the matching line plus surrounding context to understand usage without reading entire files. This is the built-in tool approach that balances information completeness with token efficiency.","Create a custom MCP tool trace_function_usage that returns structured data about each call site including the function signature, call arguments, and surrounding control flow, avoiding verbose file reads.",Option B is over-engineered for a task that built-in tools handle well—creating custom MCP tools should be reserved for capabilities built-in tools lack.,"Use Glob to find all files likely to contain the function, read them in parallel using multiple Read tool calls, then analyze the complete codebase understanding.",Option C wastes tokens by reading full files when only small excerpts are needed.,"Switch to the Explore subagent to handle the verbose file reading in isolated context, returning only a summary of usage patterns to the main agent.",Option D correctly uses the Explore subagent for context isolation but is unnecessary overhead when Grep with context flags solves the problem directly in a single tool call per file.,,,,,1,,Tool Design & MCP Integration
"Your team is building a developer productivity agent that needs to integrate with GitHub for repository operations, Slack for notifications, and a custom internal documentation system. GitHub and Slack integrations are standard workflows used by many teams. The internal documentation system has proprietary APIs specific to your organization. How should you approach MCP server selection for these three integrations?",multiple-choice,Build custom MCP servers for all three integrations to ensure consistent error handling and logging patterns across all tools.,Option A wastes development effort reinventing well-solved problems—community servers already have robust error handling.,"Use existing community MCP servers from the registry for GitHub and Slack integrations, and build a custom MCP server only for the proprietary internal documentation system.","Community MCP servers from the registry are battle-tested, maintained, and handle edge cases discovered by the broader community. For standard integrations like GitHub and Slack, they provide reliable functionality without development overhead. Custom servers should be reserved for team-specific workflows (like proprietary internal systems) where no existing solution exists.",Use the community GitHub MCP server but build custom servers for Slack and the documentation system since messaging integrations require careful customization.,Option C incorrectly assumes Slack requires custom work when community servers handle standard messaging workflows well.,Build a single unified MCP server that handles all three integrations to reduce the number of server connections the agent needs to manage.,"Option D creates unnecessary coupling and maintenance burden; MCP is designed for modular servers with focused responsibilities, and the agent handles multi-server discovery seamlessly.",,,,,2,,Tool Design & MCP Integration
"Your organization maintains a large monorepo with six distinct applications, each with different technology stacks. The root CLAUDE.md has grown to 2,500 lines covering all applications' conventions, causing irrelevant context to load for every task. Engineers report that Claude sometimes applies React conventions when working on Python services. What's the most maintainable way to restructure the configuration?",multiple-choice,Delete the root CLAUDE.md and place complete standalone CLAUDE.md files in each application's directory with all necessary conventions duplicated.,Option A creates maintenance burden when shared conventions need updating—changes must be duplicated across all application directories.,"Keep the large root CLAUDE.md but add clear section headers like ""# React Application Conventions"" and rely on Claude to identify which section applies based on the file being edited.","Option B relies on inference rather than explicit selection, which is unreliable and still loads all 2,500 lines into context.",Convert the CLAUDE.md content into custom skills that engineers manually invoke when switching between applications.,"Option C requires manual invocation, adding friction to every task, and skills are meant for on-demand workflows rather than always-loaded standards.","Use a minimal root CLAUDE.md for shared conventions only, and add app-specific CLAUDE.md files in each subdirectory. Claude Code loads them hierarchically based on the working directory, preventing cross-app bleeding.","Claude Code automatically loads CLAUDE.md files hierarchically — root first, then any in the current working directory chain. Keeping shared conventions in the root and app-specific conventions in each subdirectory means only the relevant context loads per task, without manual invocation or duplication.",,,,,4,,Claude Code Confi guration & Workfl ows
"You're investigating a production bug in a 2,800-file monorepo. The stack trace points to an error in PaymentProcessor.execute(), but this class is a facade that delegates to multiple underlying services. You need to trace the dataflow through all delegate calls to find the root cause. Your initial approach is to use Read to examine PaymentProcessor, then trace each delegate one by one. What's a more efficient exploration strategy using built-in tools?",multiple-choice,"Use Grep to search for the PaymentProcessor class and all methods it calls, then use Read on only the specific files containing those methods to incrementally build understanding of the execution flow.","Incremental exploration using Grep to find entry points followed by targeted Read calls to trace flows is the most token-efficient approach for large codebases. Start with Grep to find PaymentProcessor, extract method names it calls, then Grep for those method definitions, and Read only the files containing relevant logic. This builds understanding incrementally without reading the full codebase upfront or loading files that aren't relevant to the execution path.","Use Glob to find all files matching *Payment*.ts, read all of them to build complete understanding, then trace the flow.",Option B's glob pattern is too broad and reading all matching files wastes tokens on unrelated payment code.,"Use the Task tool with an Explore subagent to search for PaymentProcessor and all related classes, reading the returned summary to understand the flow without loading verbose file contents into main context.",Option C could work for isolating verbose output but is premature complexity when built-in tools suffice for incremental code tracing.,Delegate the entire investigation to a subagent using fork_session with instructions to explore the payment processing system and return root cause findings.,"Option D uses fork_session which is for exploring divergent approaches from a shared baseline, not for single-path investigation—it would create unnecessary session overhead.",,,,,1,,Tool Design & MCP Integration
"Your team maintains six distinct applications in a monorepo, each with different technology stacks and conventions. You want engineers to get appropriate conventions automatically when they work on any application. You create .claude/rules/app1.md, app2.md, etc., each with paths: [""apps/app1/**/*""] in YAML frontmatter. However, a new engineer reports they're not seeing conventions loaded when working on app3. What's the most likely issue?",multiple-choice,"The paths glob pattern requires a leading ./ to work correctly; it should be paths: [""./apps/app3/**/*""].",Option A is incorrect—leading ./ is not required for glob patterns in YAML frontmatter.,"The CLAUDE.md hierarchy takes precedence over .claude/rules/ files, and there's likely a CLAUDE.md file in apps/app3/ overriding the rule.","Option B suggests a hierarchy issue but CLAUDE.md files and .claude/rules/ work together additively, not in conflict—rules add to context rather than override CLAUDE.md.",The engineer is editing files in an apps/app3/ subdirectory that doesn't match the glob pattern due to incorrect path specification in the rule's YAML frontmatter.,"The most common issue with path-specific rules is incorrect glob pattern specification. If the rule says paths: [""apps/app3/**/*""] but the actual file path is something like src/apps/app3/component.ts, the pattern won't match. The engineer should verify the exact file path they're editing matches the glob pattern. Glob patterns are relative to the repository root, so apps/app3/**/* only matches files under apps/app3/ from the root.",Multiple rule files with overlapping path patterns conflict with each other; the engineer needs to disable the other app rules to use app3.md.,Option D misunderstands that multiple rules can coexist—path patterns are independent and don't conflict.,,,,,3,,Claude Code Confi guration & Workfl ows
"Your developer productivity agent is investigating a complex bug that could have two potential root causes: a race condition in the caching layer or a misconfigured timeout in the API client. Each hypothesis requires exploring different parts of the codebase, and the investigation paths are mutually exclusive—pursuing one deeply would consume context that makes exploring the other difficult. What's the most effective approach to investigate both hypotheses efficiently?",multiple-choice,"Investigate the caching layer hypothesis first completely, then start a fresh session with a summary of findings to investigate the API client hypothesis.","Option A loses the shared baseline context when starting fresh, requiring redundant re-establishment of common understanding.","Use the Explore subagent to investigate both hypotheses sequentially, returning summaries after each exploration to preserve main context.","Option B uses Explore for context isolation but processes sequentially, losing the efficiency of parallel exploration and still risking context accumulation across sequential investigations.","Use fork_session to create two independent branches from the current analysis baseline, allowing parallel exploration of both hypotheses without either investigation polluting the other's context.","fork_session creates independent branches from a shared analysis baseline, allowing divergent exploration approaches without context pollution between them. Both branches retain the common understanding established before the fork (the bug symptoms, relevant file locations) while pursuing different hypotheses independently. This is exactly the use case fork_session is designed for—exploring alternatives from a shared starting point.","Split the investigation across two separate agent instances running in parallel, then manually merge their findings at the end.",Option D requires manual coordination and loses the shared baseline that fork_session preserves automatically.,,,,,3,,Agentic Architecture & Orchestration
"Your CI pipeline re-runs code reviews after developers push fixes to address previous findings. Currently, each review run operates independently with no awareness of prior feedback, causing the system to flag the same issues repeatedly—including ones already fixed—and post duplicate comments. Developers complain about notification fatigue and difficulty distinguishing new issues from resolved ones. How should you modify the review process to provide incremental feedback?",multiple-choice,Store all findings in a database and programmatically filter out previously reported issues before posting new comments,Option A implements complex filtering logic in application code when Claude can handle this contextually with proper prompting.,"Use `--resume <session-name>` to continue the same Claude session across multiple CI runs, preserving awareness of prior findings","Option C's `--resume` is designed for interactive development sessions, not CI environments where runs should be isolated and reproducible.","Include prior review findings in context when re-running reviews, instructing Claude to report only new or still-unaddressed issues",Including prior review findings in the prompt with explicit instructions to report only new/unaddressed issues is the correct approach for stateless CI environments. Each review gets the historical context it needs without requiring persistent sessions.,Switch to the Message Batches API which automatically deduplicates findings across multiple submissions using custom_id fields,"Option D misunderstands the Batches API—it provides cost savings and request deduplication, not automatic finding deduplication across runs.",,,,,2,,Claude Code Confi guration & Workfl ows
"Your automated code review system flags a pattern as a security issue in 8 out of 12 PRs, but developers dismiss 75% of these findings as false positives—the pattern is actually a valid framework convention. This high false positive rate is eroding trust in all review categories. What's the most effective remediation approach?",multiple-choice,"Increase the review prompt's instruction to ""be more conservative and only report high-confidence findings""","Option A's vague instruction (""be more conservative"") doesn't improve precision—the model needs concrete examples of what's acceptable.",Run three independent review instances and only report issues that appear in at least two of the three runs,"Option B doesn't address the root cause — all three instances share the same prompt and will consistently flag the same framework convention as an issue, so consensus voting won't reduce the false positive rate. Also would suppress real bugs by requiring consensus.","Add a `detected_pattern` field to track which code constructs trigger findings, analyze dismissal patterns, then add few-shot examples showing this pattern as acceptable","Adding `detected_pattern` fields enables systematic analysis of which code constructs trigger false positives, allowing you to add targeted few-shot examples that teach the model this specific pattern is acceptable while maintaining detection of genuine issues.",Temporarily disable all security checks while you rebuild the prompt from scratch with tighter criteria,"Option D throws away all security detection, including accurate findings, when the problem is specific to one pattern.",,,,,3,,Prompt Engineering & Structured Output
"Your CI pipeline generates test cases for new API endpoints by running `claude -p ""Generate tests for <file>""` with a 3-minute timeout. The pipeline includes the target file but not existing test files in context. Developers report the generated tests duplicate scenarios already covered, creating maintenance burden. How should you improve test generation quality?",multiple-choice,"Increase the timeout to 5 minutes and add ""be creative and generate novel test scenarios"" to the prompt",Option A's vague instruction and longer timeout don't address the root cause—Claude can't know what tests exist if you don't provide them.,Use the Message Batches API to generate tests overnight with more processing time for higher quality,Option B misapplies the Batches API (designed for cost savings on latency-tolerant workloads) to a problem caused by missing context.,"Split test generation into multiple passes: edge cases, happy paths, and error handling, running each separately",Option C's multi-pass approach adds complexity without solving duplication since each pass still lacks visibility into existing tests.,"Document testing standards, fixture locations, and example test patterns in CLAUDE.md, and include existing test files in the prompt context so Claude avoids suggesting duplicates","Providing existing test files in context and documenting standards in CLAUDE.md gives Claude the information it needs to avoid duplicate scenarios and follow project conventions. Test quality issues stem from missing context, not insufficient time.",,,,,4,,Claude Code Confi guration & Workfl ows
"Your CI review pipeline runs a comprehensive codebase analysis that requires Claude to grep through hundreds of files, trace symbol usages, and read large dependency trees before producing a final PR review summary. This exploration generates verbose intermediate output—tool calls, file contents, search results—that bloats the main session context to 180K tokens, leaving too little room for the actual review reasoning and causing degraded output quality near the context limit. How should you restructure this workflow?",multiple-choice,Increase the context window by upgrading to a larger model tier and accept the proportional cost increase,Option A treats a symptom (context pressure) with cost rather than addressing the architectural issue of mixed concerns in one context.,Manually prune tool call results from the transcript between exploration and review phases using a post-processing script,Option B introduces fragile transcript manipulation that risks removing information the model still needs and fights against the harness rather than using it.,"Delegate the exploration work to the Explore subagent, which performs its investigation in an isolated context and returns a compact summary to the main session for the review step","The Explore subagent is designed precisely for this problem: it runs investigation work (searches, file reads, symbol tracing) in a separate context window and returns only a distilled summary to the parent session, keeping the main context focused on the final reasoning task.","Run the exploration inline but instruct Claude in the prompt to ""be concise and minimize intermediate output during file exploration""",Option D's prompt instruction cannot prevent the underlying tool outputs from being recorded in the transcript—verbosity of tool results isn't controllable through prompt wording alone.,,,,,3,,Claude Code Confi guration & Workfl ows
"Your organization processes 5,000 code documentation updates nightly using the Message Batches API. After deploying a new extraction prompt, you observe that 23% of batch results fail validation—missing required fields, incorrect categorization, and malformed cross-references. Resubmitting failed items with the same prompt produces similar failure rates. What's the most cost-effective approach to improve first-pass success rates before the next nightly run?",multiple-choice,"Switch all 5,000 documents to the real-time API with retry logic, accepting the 2x cost increase for better reliability",Option A dramatically increases costs without addressing the root cause—the prompt itself.,"Double the batch submission frequency to 2,500 documents per batch, reducing the blast radius of prompt issues",Option B doesn't improve per-document success rates.,"Run the new prompt against a representative sample of 50-100 documents using the real-time API, analyze failure patterns, refine the prompt based on specific errors, then resubmit the full batch","Using prompt refinement on a sample set before batch-processing large volumes maximizes first-pass success rates and reduces iterative resubmission costs. The 23% failure rate indicates systematic prompt issues that will persist on retry. Testing against a representative sample with fast real-time feedback enables rapid iteration to identify and fix prompt gaps (missing few-shot examples, ambiguous field definitions) before committing to the full batch.","Add a post-processing step that programmatically fixes common validation errors (injecting default values, reformatting cross-references) before downstream consumption",Option D masks prompt deficiencies with brittle post-processing that may introduce errors and doesn't reduce API costs from failed extractions.,,,,,3,,Prompt Engineering & Structured Output
"Your CI pipeline produces JSON review findings using `--output-format json --json-schema`, but downstream systems report schema validation errors on 15% of responses. Investigation reveals Claude occasionally returns findings with `line_number: ""unknown""` (string) instead of the schema-required integer type, and sometimes omits the required `severity` field entirely when the issue type is unclear. How should you address these schema compliance issues?",multiple-choice,Add post-processing code to coerce string values to integers and inject default severity values before downstream consumption,Option A adds fragile post-processing that masks the root cause and may introduce bugs.,"Modify the JSON schema to make `line_number` accept both string and integer types, and make `severity` optional with a default value","Option B loosens the schema, making downstream systems handle inconsistent types.","Add few-shot examples in the prompt showing correct field formatting, including examples where line numbers are unavailable (use `null`) and severity is ambiguous (use `""unknown""` enum value)","Few-shot examples teach the model to handle edge cases correctly — null for unavailable line numbers, ""unknown"" enum for ambiguous severity. This requires minor schema updates to permit these values, but keeps the schema strict rather than broadly loosening it. Schema enforces structure; examples enforce correct semantic handling of edge cases.",Switch from `--json-schema` to prompt-based JSON instructions since schema enforcement is unreliable,"Option D abandons the benefits of schema-enforced structure entirely when the problem is semantic handling of edge cases, not schema enforcement reliability.",,,,,3,,Prompt Engineering & Structured Output
