Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Your research pipeline is an Agent SDK coordinator plus three subagents (`web_search`, `document_analysis`, `synthesis`), each currently configured with `model: ""claude-opus-4-7""`. P95 end-to-end latency is 94 seconds and cost per query is $1.82 — both roughly 4× the product budget. Profiling the four roles shows: Coordinator makes 3–5 routing/decomposition decisions per query, each producing under 500 output tokens of structured JSON (which subagent to call next, with what brief). `web_search` issues 8–12 MCP tool calls to a search provider and composes returned snippets into a structured candidate list (low reasoning density; the output is essentially a re-shaped view of tool results). `document_analysis` reads 4–6 full PDFs per invocation and emits 2–4k-token extractions with inline citations (long-context, moderate reasoning, correctness-sensitive because citations must match source spans). `synthesis` consumes ~18k tokens of combined upstream output and produces the final 1.5k-token report with cross-document inference (this is the only user-facing output in the pipeline). You can assign models to the four roles independently. Which assignment most reduces cost and latency with the smallest risk to output quality?",multiple-choice,"Leave all four roles on Opus. Any subagent downgrade introduces quality variance that does not show up in aggregate metrics but surfaces as occasional low-quality reports, and the budget overage is the price of that reliability.","overpays deliberately on the two roles (coordinator, `web_search`) where the profiling evidence shows the work is within Haiku's envelope; it treats the budget overage as unavoidable, but the premise """"any downgrade introduces invisible variance"""" is contradicted by the role-by-role profile, which identifies two roles with low reasoning density.","Coordinator on Haiku, `web_search` on Haiku, `document_analysis` on Sonnet, `synthesis` on Opus.","Anthropic's agentic best practices on orchestration architecture endorse matching model capability to the *reasoning density* of each role, not to a single """"coordinator vs. worker"""" axis. The coordinator in this pipeline is doing short structured routing — exactly the regime where Haiku's cost and latency profile wins without measurable quality loss. `web_search` is tool-output reshaping with low reasoning density — Haiku again. The two high-variance roles are `document_analysis` (long context, citation correctness) and `synthesis` (cross-document inference on an 18k-token context, user-facing). Downgrading either of those is where quality risk concentrates, so Sonnet for `document_analysis` trades cost against acceptable extraction quality, and Opus remains on `synthesis` because that is the single step the end user sees.","Coordinator on Opus, and all three subagents on Haiku. The coordinator is the brain of the pipeline, so it must stay on the strongest tier; the subagents are narrow specialists whose outputs the coordinator can verify before passing them forward.","puts the weakest tier on `synthesis` — the step with the highest reasoning demand and the only user-facing output; the claim that """"the coordinator can verify subagent output"""" is unsound for synthesis because the coordinator did not read the source documents, so it cannot validate cross-document inference after the fact, concentrating quality risk on the most quality-sensitive step.","Coordinator on Opus, all three subagents on Sonnet — a uniform one-tier downgrade across the subagent fleet, preserving Opus at the orchestration layer for decomposition quality.","preserves Opus at the wrong layer: the coordinator's workload is short structured routing that Haiku handles, so keeping it on Opus spends money without a corresponding quality return, while downgrading `synthesis` to Sonnet pushes risk onto the user-facing step, exactly the step where the profile says to keep the strongest tier.",,,,,2,,Agentic Architecture & Orchestration
"Your research system is investigating ""remote work productivity trends."" The synthesis agent receives findings from two sources: a 2019 Stanford study showing remote workers are 13% more productive, and a 2023 Microsoft survey reporting remote workers experience 12% lower focus compared to in-office peers. The synthesis agent classifies these as a ""major contradiction"" and halts, returning an error indicating it cannot produce a report with conflicting primary evidence. This pattern occurs in 40% of research tasks on evolving topics. Which change to subagent output structure most directly prevents this failure mode?",multiple-choice,"Instruct the synthesis agent to always prefer the most recent source when primary evidence conflicts, since newer data supersedes older findings.","discards valid historical data with an oversimplified recency heuristic — the 2019 study is not wrong, and for trend analysis it is more valuable than the 2023 study alone.",Add a post-synthesis reconciliation agent that automatically deduplicates conflicting claims by selecting values with larger sample sizes.,conflates sample size with accuracy and would silently discard smaller but methodologically rigorous studies; it also still lacks the temporal information needed to distinguish trend from conflict.,"Require web search and document analysis subagents to include publication or data collection dates in their structured output, and instruct the synthesis agent to interpret temporal differences as trend data rather than contradictions.","When research on evolving topics spans multiple years, apparent contradictions often reflect temporal trends rather than genuine disagreements between sources. Requiring subagents to include publication dates in structured output enables the synthesis agent to correctly classify: """"Remote work productivity was positive in 2019 (Stanford: +13%) but focus challenges had emerged by 2023 (Microsoft: −12% focus) — these represent a longitudinal trend, not a contradiction."""" Without dates, the synthesis agent cannot distinguish genuine methodological conflict from temporal drift.","Configure the web search subagent with a 2-year recency filter so it only retrieves sources published within the past 24 months, eliminating temporal conflicts before they reach synthesis.","eliminates longitudinal data needed specifically for trend research — investigating """"trends"""" by definition requires historical data points, so filtering to 24 months defeats the research purpose.",,,,,3,,Prompt Engineering & Structured Output
"After deploying the coordinator's iterative refinement loop (coordinator evaluates synthesis for coverage gaps, re-delegates targeted queries to web_search and document_analysis, then re-invokes synthesis with the new findings), you observe that 8% of research tasks enter an indefinite loop: coverage-gap evaluation keeps identifying fresh ""gaps"" on each iteration, re-delegation returns slightly different findings, synthesis updates, and evaluation identifies new gaps again — individual tasks running 40+ iterations over 4+ hours before manual termination. Log analysis shows diminishing marginal coverage after iteration 3, with later iterations chasing increasingly minor omissions or rediscovering content from earlier iterations. What is the correct architectural change?",multiple-choice,"Cap the refinement loop at 3 rounds and terminate early when iteration N's gap set is a subset of iteration N−1's, emitting the final synthesis with a ""remaining gaps"" annotation for the reader.","Iterative refinement is a valuable pattern for improving synthesis coverage, but any unbounded loop in a multi-agent system is a safety liability — evaluators are probabilistic, research topics rarely have a crisp """"done"""" state, and diminishing-returns iterations waste budget while sometimes making outputs worse. The correct guardrail combines a hard iteration cap with a convergence criterion (subset comparison of successive gap sets) and a graceful degradation path: when the loop terminates, the coordinator emits the current synthesis with a """"remaining gaps"""" annotation so the reader gains transparency rather than nothing.","Lower the coverage threshold the evaluator uses to declare a gap so fewer minor omissions trigger re-delegation, and raise the per-iteration confidence floor so only high-severity gaps re-enter the loop.","changes the evaluator's sensitivity but provides no hard upper bound — an adversarial or fuzzy topic can still loop past any threshold, and lowering sensitivity also suppresses legitimate gaps on normal tasks.","Replace the gap-evaluation prompt with a deterministic checklist of required topic areas derived from the research brief up-front, so gap detection converges on a fixed enumeration after the first pass.","converts the gap set to a fixed list, which removes adaptive discovery of genuinely unexpected gaps during research; it also does not bound iteration count if findings keep shifting.","Shift gap detection from the coordinator to the synthesis agent itself and have synthesis emit a `complete: true` flag when it judges its output sufficient, terminating the loop without coordinator involvement.","removes the coordinator's evaluation entirely and trusts synthesis self-assessment, which is poorly calibrated and also removes the hub's quality observability — the same violation tested elsewhere in this scenario.",,,,,1,,Agentic Architecture & Orchestration
"Your coordinator currently runs the standard web_search → document_analysis → synthesis pipeline, then forwards synthesis output directly to report_generator without any coordinator-side inspection. Quality review surfaces a pattern: 22% of final reports omit one or more subtopics that appeared in the original research brief, even though the relevant information was successfully gathered by the upstream subagents and was present in their structured findings. Tracing confirms synthesis silently dropped the subtopics during prose generation, and report_generator accepted whatever synthesis produced. The team wants to insert a single coordinator-side step between synthesis and report generation that catches these omissions. What should that step do?",multiple-choice,Have the synthesis agent emit a `complete: true` flag when it judges its output sufficient; the coordinator re-invokes synthesis whenever the flag is false with an instruction to be more thorough.,"pushes gap detection to synthesis itself, but synthesis is the agent that dropped the information in the first place; asking it to self-assess completeness trusts poorly calibrated self-judgment, the same anti-pattern rejected for confidence scoring.","Add a dedicated `quality_checker` subagent after synthesis that re-reads the brief and the synthesis output and returns a pass/fail verdict; on fail, the coordinator re-runs the full pipeline from scratch.","adds a second probabilistic evaluator without any unique observability the coordinator does not already have, and it overreacts by re-running the entire pipeline on every fail, discarding recoverable upstream findings.","Require report_generator to reject any synthesis input that lacks a coverage manifest enumerating which subtopics were addressed, shifting omission detection to the terminal pipeline stage.","shifts responsibility to the wrong layer: report_generator is a terminal step that cannot re-dispatch queries, so gap detection there has no remediation path — the check must happen at the hub while recovery is still possible.","Have the coordinator compare synthesis output against the brief's enumerated subtopics and its own record of dispatched subagents, then either delegate targeted queries to fill any gaps or forward to report_generator with a ""remaining gaps"" annotation.","Evaluating synthesis for coverage gaps is the coordinator's native responsibility: it holds the original research brief, tracked which subagent assignments were dispatched, and is the single observer with both the """"what should be covered"""" and """"what was gathered"""" information needed to detect missing subtopics. When gaps are found, the coordinator has two domain-informed options — delegate targeted queries to fill them, or proceed with transparent annotation — both of which preserve reader calibration.",,,,,4,,Agentic Architecture & Orchestration
"Your developer productivity agent needs to find all call sites of a deprecated `legacyPaymentProcessor()` function across a 2,200-file TypeScript codebase to plan a migration. The agent calls `Glob(""**/*.ts"")` to list all TypeScript files, then iterates through each with Read to check for the function name. After processing 180 files, logs show the agent hit its context limit having found only 3 call sites, while the actual codebase contains 23 — scattered across analytics, reporting, fraud-detection, and webhook packages whose filenames do not contain ""payment."" The migration workflow also requires the agent to feed each match's file path and line number directly into follow-up Edit calls in the same session.",multiple-choice,"Use a Bash command — `bash -c ""grep -rn 'legacyPaymentProcessor' src/ --include='*.ts'""` — to perform the content search outside the agent's built-in tool set","uses the Bash tool for a task the built-in Grep handles directly; its output arrives as unstructured stdout that the agent must re-parse before feeding paths and line numbers into follow-up Edit calls, whereas Grep's structured results flow through natively.",Use Glob with a more targeted pattern like `**/*payment*.ts` to narrow the file list before reading each matching file,"is structurally impossible for this scenario: the stem explicitly says call sites live in analytics, reporting, fraud-detection, and webhook packages whose filenames never contain """"payment,"""" so narrowing Glob by filename pattern will miss the majority of the 23 call sites.","Use Grep to search file contents directly across the codebase for the pattern `legacyPaymentProcessor`, which returns matching lines with file paths without loading each file into context","Grep is the built-in tool for content search — it scans file contents for patterns and returns matching lines with file paths without loading each file into context, and its structured tool output (path + line number per match) is directly reusable by subsequent Edit calls in the same session.","Read the project's `tsconfig.json` and module index files first to identify which packages depend on the payment processor, then Read only those directories","is indirect: it depends on import declarations being complete and current, and even if it correctly identifies dependent packages, it still requires file reads to confirm actual call sites — reintroducing the same context-exhaustion pattern that failed in the first place.",,,,,3,,Tool Design & MCP Integration
"Your team's backlog lives in Linear, and you want the productivity agent to list open issues, read issue details, and post comments on behalf of engineers. The community `linear-mcp` server is actively maintained, implements the full Linear public API (issues, comments, webhooks, OAuth) with parameter schemas that match what your team would have designed, and is used by dozens of peer teams in the industry. Your three required operations — `list_open_issues`, `get_issue`, `post_comment` — are all already supported out of the box with no gaps. Your team has no Linear-specific business logic beyond standard API calls. A teammate proposes writing a custom `internal-linear-mcp` limited to just those three operations, arguing that a smaller custom surface is ""easier to maintain.""",multiple-choice,"Build the custom `internal-linear-mcp`, limiting its surface to the three operations you use — a smaller codebase is strictly simpler to maintain than a community package that carries unused features, and matching your exact three operations makes the tool descriptions easier to tune for routing",underestimates that maintenance cost; the community's shared effort is precisely why community MCPs exist.,"Adopt the community `linear-mcp` server — your three operations are all standard Linear API calls with no business logic specific to your team, the community package already covers them with appropriate schemas, and building a custom server would duplicate maintenance work without adding any differential capability","Community MCP packages are the recommended choice when the integration is a standard public-API wrapper and the community version correctly covers your required operations — this is the canonical """"community first"""" case. Building custom duplicates the community's maintenance work (auth flows, pagination, rate limiting, schema drift as Linear evolves its API) with no differential capability, so the apparent simplicity of """"a smaller surface"""" is more than offset by the ongoing cost your team now owns.","Adopt the community `linear-mcp` server but immediately fork it into an internal repository and pin it at a specific commit, so future community updates cannot introduce breaking changes without your team's review",forks unnecessarily — pinning a community dependency is reasonable only when there is a specific stability concern or a required local patch; forking pre-emptively to gate every upstream change adds ongoing merge burden without differentiated benefit.,"Build a custom `internal-linear-mcp` that wraps the community `linear-mcp` at runtime and re-exposes only the three operations your team uses, so the agent sees a narrower tool surface while maintenance of the underlying Linear API integration stays with the community","stacks a custom wrapper on top of a community package you already trust, adding an indirection layer the agent does not need and that must itself be updated every time the underlying community schemas change — the worst of both worlds.",,,,,2,,Tool Design & MCP Integration
"Your team built a custom Jira MCP server that resolves ticket references in code comments, fetches acceptance criteria, and links commits to story-point estimates. The server also reads per-project custom-field mappings from `.jira/fields.json` committed at the repository root. You configured the server under `mcpServers` in your personal `~/.claude.json` with an absolute path to the fields file on your laptop, and it works correctly in your sessions. Two engineers who cloned the monorepo report that Claude Code shows no Jira-related tools at all, and the engineering manager requires a setup that does not require each new hire to edit config file paths after cloning. The team also rotates the Jira API token monthly, and the manager has banned committing any secret values to the repository — the config must survive token rotations without re-committing.",multiple-choice,"Add the Jira MCP server configuration to the project-scoped `.mcp.json` file in the repository root, using `${CLAUDE_PROJECT_DIR}/.jira/fields.json` for the path and `${JIRA_API_TOKEN}` for the credential so each developer supplies only their token via local environment","combines the right scope, the right credential pattern, and the documented robust path expansion, so onboarding requires no per-developer config edits.","Add the Jira MCP server configuration to the project-scoped `.mcp.json` file in the repository root with the absolute path `/Users/yourname/monorepo/.jira/fields.json` and the current `JIRA_API_TOKEN` value inlined as a string literal, so a single commit onboards every engineer with no further personal setup after cloning","fixes the scope but introduces two new violations: the absolute path (`/Users/yourname/monorepo/.jira/fields.json`) resolves only on one laptop, so every new hire still has to edit the config after cloning — exactly the symptom the manager wants eliminated — and inlining the token as a string literal commits the secret to the repo and forces a config re-commit on every monthly rotation, directly violating the """"no committed secrets"""" constraint.",Document the server setup steps in the project CLAUDE.md — including the expected path to `.jira/fields.json` and the environment variable name for the token — so Claude Code knows the Jira tools exist whenever engineers work on the project,"describes the server to Claude in prose but does not configure the connection; MCP server availability requires explicit registration in `.mcp.json` or `~/.claude.json`, not CLAUDE.md documentation.","Replace the custom Jira server with the official Atlassian community MCP package, which installs globally from the MCP registry and does not require per-developer configuration or credential handling","substitutes a community package for a bespoke internal integration that resolves ticket references specific to your team's code comments and story-point workflow — community packages are appropriate for standard integrations, not custom business logic.",,,,,1,,Tool Design & MCP Integration
"Your productivity agent is modernizing a 550-line service class by replacing callback-style patterns with `async/await`. The agent calls Edit with a 2-line anchor string around one `callback` occurrence, but the tool returns: ""Match is not unique — found 11 occurrences of this text block."" The agent extends the anchor to 5 lines, but two functions have identical surrounding code, so 2 matches still exist and the Edit call fails again.",multiple-choice,"Use a Bash command (`sed -i 's/\bcallback\b/asyncCallback/g' service.js`) to perform a global substitution at the shell level, bypassing the uniqueness constraint","(Bash sed) performs a global text substitution without semantic understanding of the code; sed's pattern may incorrectly match comments, string literals, or variable names, and it uses the Bash tool for a file-modification task the built-in Write handles directly.","Call Grep first to retrieve line numbers for all 11 occurrences, then issue 11 individual Edit calls with progressively longer surrounding context to make each anchor unique","(11 separate Edits with progressively longer context) is fragile: if any two occurrences share identical surrounding code up to any anchor length, no expansion makes them unique, so the approach can stall on genuinely indistinguishable sites.",Ask the developer to identify the exact line number of each occurrence so the agent can target each one directly,offloads the problem to the developer and defeats the purpose of automated modernization assistance.,"Read the full file contents, rewrite all callback-to-async/await transformations in the replacement buffer, and Write the complete modified file back to disk","When Edit fails because anchor text is not unique, Claude Code already offers narrower tools — Edit has a `replace_all` parameter for non-unique anchors, and MultiEdit batches multiple edits on the same file — but those assume every occurrence should get the same transformation. Converting callbacks to async/await on 11 semantically different sites is precisely the case where each occurrence needs a different rewrite (parameter capture, error propagation, surrounding control flow), so a Read, in-buffer rewrite, and Write-back is a pragmatic choice: it lets the agent reason about all 11 sites holistically and produce a single coherent patch.",,,,,4,,Tool Design & MCP Integration
"Your productivity agent is driving a 320-file refactor of a legacy billing module across one extended Claude Code session. By turn 180, logs show the agent re-deriving architectural decisions it already committed to around turn 40 — for example, ""we chose to extract the dunning logic into a separate service"" — and on three occasions contradicting those earlier commitments when the post-compaction summary omitted them. The refactor spec, the dependency-inversion rule set, and the list of 14 already-migrated modules are information the agent must consult reliably across every remaining turn. The session must continue — abandoning it would discard in-flight work on the 6 modules still to migrate — so starting fresh is not an option.",multiple-choice,"Write the refactor spec, dependency-inversion rules, and migrated-module list into a `refactor-state.md` at the repo root, and have the agent Read it at the start of each major operation so state lives on disk.","Scratchpad files externalize durable session state to disk, where it survives compaction and is deterministically reloaded by a Read call whenever the agent needs it — the documented pattern for long-running sessions where specific decisions and constraints must remain authoritative despite context degradation. The model's summary of earlier turns is lossy by design; reading `refactor-state.md` retrieves the original commitments verbatim every time.",Switch the session to a higher-tier model with a larger context window so the full 180-turn history fits without triggering compaction,"does not solve the problem: even larger windows eventually compact, and the stem describes decisions silently omitted from the compaction summary — a compression-fidelity failure, not a raw-size failure.","Ask the agent to compact its context mid-session by summarizing turns 1–180 into a single condensed message, freeing token budget for the remaining refactor work","asks the model to compress its own history again, which is the very lossy mechanism that dropped the earlier decisions in the first place; re-summarizing compounds the fidelity loss rather than resolving it.",Use `fork_session` to branch the current session into parallel forks — one per remaining module — so no single fork accumulates the full 180-turn history,uses `fork_session` for its design purpose — exploring divergent approaches in parallel — not preserving stateful context across turns of a single linear refactor; branching also multiplies sessions that each still need the same authoritative state.,,,,,1,,Context Management & Reliability
"Your developer productivity agent runs an end-of-day standup automation workflow. Earlier turns use built-in tools (Read, Grep) and a GitHub MCP server to pull commit logs and open-PR summaries for the day — these context-gathering turns must retain `tool_choice: ""auto""` so the model can freely route across the available tools. The final turn must always call exactly one tool: `post_standup_to_channel(summary: string)`, which writes the team update to the engineering standup Slack channel. Production logs show the agent occasionally returns the drafted summary as plain conversational text on the final turn instead of calling any tool, so the update silently never reaches Slack. The agent also has a `post_error_report(text)` MCP tool registered because error-report turns are a separate daily workflow — so forcing ""at least one tool call"" on the final turn without naming the specific tool would allow `post_error_report` to satisfy the constraint and route the standup to the wrong channel.",multiple-choice,"Set `tool_choice: ""any""` on the final turn, relying on the preceding conversation context to make the agent select `post_standup_to_channel` rather than `post_error_report`","uses `""""any""""`, which the stem explicitly rules out: `post_error_report` also satisfies `""""any""""` and would incorrectly deliver the standup summary to the error channel.","Set `tool_choice: {""type"": ""tool"", ""name"": ""post_standup_to_channel""}` on the final turn only, leaving earlier context-gathering turns at `tool_choice: ""auto""`","The forced tool_choice (`{""""type"""": """"tool"""", """"name"""": ...}`) is the API-level configuration that binds a specific turn to a specific tool by name — it is stronger than `""""any""""` because it removes every other tool from consideration for that turn, not just the no-tool-call path. Scoping it to the final turn only preserves `tool_choice: """"auto""""` on the earlier context-gathering turns, so Read, Grep, and GitHub MCP calls continue to route freely as the stem requires.","Add a CLAUDE.md instruction stating ""the final turn of the standup workflow must call `post_standup_to_channel`"" and leave `tool_choice: ""auto""` on every turn","is probabilistic — the existing """"occasionally returns conversational text"""" behavior already demonstrates that prompt-level guidance has a non-zero failure rate, and the stem requires a deterministic guarantee.","Remove `post_error_report` from the agent's available tool set so `tool_choice: ""any""` on the final turn cannot select the wrong tool, then re-register `post_error_report` for the separate error-report workflow","manipulates tool registration to work around the wrong `tool_choice` setting, breaking a capability the agent legitimately needs on other turns rather than using the forced-selection mode that the API provides for exactly this case.",,,,,2,,Tool Design & MCP Integration
"Your productivity agent is preparing a codemod that updates the copyright header on every TypeScript file in a 2,100-file monorepo, skipping generated code under `**/generated/` and vendored third-party code under `packages/vendored/`. The agent needs the complete list of target file paths — the codemod subroutine consumes the path list and handles each file's rewrite internally, so the agent itself does not need to inspect file contents during enumeration; it just needs the list of paths.",multiple-choice,"Call Grep with a matches-everything content pattern restricted to the `*.ts` glob, then extract the unique file paths from the match output and strip out paths containing `generated/` or `packages/vendored/` from the result","uses Grep for a pure path-enumeration task: Grep is a content-search tool, so every matching file's content is scanned and streamed back even though the agent has no use for the content — wasteful in tokens and latency when only paths are needed.","Use Bash `find . -name '*.ts' -not -path 'generated/*' -not -path 'packages/vendored/*'` to produce the file list, because built-in tools do not support negative path exclusions",B is defectively anchored and produces a wrong path list.,"Call Glob with pattern `**/*.ts` to enumerate all TypeScript file paths, then filter the returned path list to exclude entries containing `generated/` or `packages/vendored/` before passing the list to the codemod",C is the unambiguous correct answer: Glob plus a small post-filter cleanly enumerates the path list using built-in tools.,"Read each top-level directory to enumerate its `.ts` files, recurse through subdirectories from the returned listings, and accumulate the full file list while skipping `generated/` and `vendored/` directories during the walk","repurposes Read for directory enumeration, which Read does not do (Read operates on files, not directories), so the described recursive walk cannot actually be executed as specified.",,,,,3,,Tool Design & MCP Integration
"Your team's productivity agent integrates with a GitHub MCP server. When a developer asks ""What open issues mention the payment service?"" the agent makes 18 sequential `get_issue` calls — each returning a full JSON object with body text, comments thread, labels, milestones, and assignee metadata — consuming approximately 40,000 tokens before synthesizing an answer. Response latency is 45 seconds and the agent frequently hits context limits on backlogs with more than 30 open issues. What architectural change most directly solves the token consumption and latency problem?",multiple-choice,"Implement a PostToolUse hook that strips the `body` and `comments` fields from each `get_issue` response before they enter the agent's context, reducing per-issue token cost",(PostToolUse stripping) reduces per-call token cost but does nothing to eliminate the 18 sequential roundtrips; latency remains proportional to issue count.,Add a CLAUDE.md instruction telling the agent to call `get_issue` at most 5 times per query and synthesize from titles alone when the limit is reached,"(CLAUDE.md cap) arbitrarily limits coverage — queries about issues beyond the first 5 cannot be answered accurately, which defeats the purpose of the integration.","Create a `search_issues_filtered(query, fields[])` MCP tool that accepts a field allowlist so the agent can request only titles and labels per issue","(filtered tool) reduces tokens per call but still requires one call per issue to build the overview, maintaining the same N-call pattern and latency problem.","Expose the issue backlog as an MCP resource — a catalog of issue ID, title, labels, and a one-sentence summary per issue — so the agent gets full visibility in a single resource read.",MCP resources are designed specifically for content catalog use cases: exposing structured datasets that give agents visibility into available information without requiring exploratory tool calls. A single resource read providing hundreds of issue summaries costs far fewer tokens and eliminates the N-roundtrip latency compared to sequential `get_issue` calls. The agent can then identify which specific issues warrant a full `get_issue` call for deep inspection.,,,,,4,,Tool Design & MCP Integration
"Your team's `internal-search` MCP server connects to an Elasticsearch cluster whose URL differs across environments — `https://es-dev.internal:9200` for local development, `https://es-staging.internal:9200` for the staging CI job, and `https://es-prod.internal:9200` for the production CI job. The URL is not secret (it's published on the engineering wiki) but the agent must hit the correct cluster for the environment it runs in. You want a single `.mcp.json` committed at the repository root that serves every developer and every CI environment without per-environment config commits and without each developer editing their personal config after cloning.",multiple-choice,"Commit `.mcp.json` with `""args"": [""--es-url"", ""${ELASTICSEARCH_URL}""]` in the server entry, and have each environment set `ELASTICSEARCH_URL` appropriately — developer shells via their dotfiles, CI jobs via the pipeline's environment block — letting `.mcp.json`'s variable expansion resolve the correct URL at runtime","Environment variable expansion (`${VAR}` syntax) inside `.mcp.json` is the documented mechanism for per-environment configuration that must stay portable across developers and CI without per-environment commits or personal-config edits. A single committed `.mcp.json` plus an environment-set variable cleanly handles dev, staging, and production with no file-copying, no symlinks, and no per-developer setup step after cloning — the manager's explicit constraint.","Commit three parallel files (`.mcp.dev.json`, `.mcp.staging.json`, `.mcp.prod.json`) plus a setup script that symlinks the correct one to `.mcp.json` based on a detected `ENVIRONMENT` flag, so each environment gets a self-contained config without runtime variable expansion","works but adds file-management overhead (three committed files, a setup script, a detection flag) where a single variable suffices; it also requires every developer to remember the setup step after cloning, which the stem explicitly rules out.","Commit `.mcp.json` with the production URL hardcoded as the value, and have each developer override it locally by adding a conflicting entry in their personal `~/.claude.json`; CI inherits the production URL, which is acceptable because the staging job can be pointed at the production cluster with a read-only token","routes staging traffic to the production cluster, a silent environment-bleed that violates the """"connect to the correct cluster in each environment"""" requirement regardless of whether the staging token is read-only.","Embed a small wrapper shell script in the `.mcp.json` `command` field that reads `process.env.ENVIRONMENT` at server startup and switches between hardcoded URL cases inside the script, keeping `.mcp.json` itself free of any URL string","hides URL logic inside an opaque wrapper script that must itself be committed and maintained, reintroducing the same per-environment config problem one layer deeper; the `.mcp.json` variable expansion already solves the problem declaratively, so the wrapper is a strictly more complex substitute.",,,,,1,,Tool Design & MCP Integration
"Your team built an `internal-semantic-search` MCP server that runs a pre-computed semantic index over the monorepo — given a natural-language query like ""functions that compute shipping cost,"" it returns ranked function-level results with surrounding context, noticeably more accurate than literal pattern matching when callers use varied or synonym naming. Production logs show the agent still routes roughly 90% of ""find where X is computed"" questions to the built-in Grep tool, which returns only literal string matches and frequently misses the right function when the implementation is named `calculateFreightCharge` rather than anything containing ""shipping."" Both tools are registered and available on every turn; the team's goal is to have the agent select `internal-semantic-search` for semantic/synonymous queries while continuing to use Grep for exact-pattern lookups — without removing Grep or forcing the choice per turn.",multiple-choice,Disable the built-in Grep tool for this agent so `internal-semantic-search` becomes the only content-search option available,"over-corrects by eliminating Grep entirely, breaking the exact-pattern use cases the stem explicitly says should still route to Grep.","Set `tool_choice: ""any""` globally on every turn so the agent is forced to call a tool rather than guessing in conversational text","s `""""any""""` forces a tool call but does nothing to influence *which* tool is picked — the agent could still route every call to Grep, so the selection problem is unchanged.","Rewrite the `internal-semantic-search` description with example natural-language queries, its advantage over literal matching for synonymous naming, and when Grep is still right — so it competes with Grep's metadata for routing.","MCP tool descriptions are the primary signal the model uses to route between competing tools, and built-in tools like Grep ship with well-tuned metadata that custom MCP tools must actively compete with — the documented approach is to write an explicit description that states when to use the tool, includes representative example queries, and names the complementary cases where the built-in alternative remains preferred. Improving the description fixes routing at its root: the model has the information it needs to choose correctly per turn, with no coercion and no loss of Grep for its legitimate uses.",Add a PreToolUse hook that intercepts Grep calls and silently rewrites them into `internal-semantic-search` calls whenever the query text looks like natural language rather than a literal pattern,"silently rewrites the agent's tool calls in a hook, hiding the routing decision from the model and introducing an opaque heuristic (""""looks like natural language"""") that will misfire whenever the natural-language surface does not cleanly correlate with semantic-vs-exact intent.",,,,,3,,Tool Design & MCP Integration
"Your CI pipeline posts review findings as inline GitHub comments. Currently, Claude Code outputs free-form Markdown that your integration script parses with regex. Over the past week, 23% of review runs produced malformed output the parser couldn't handle, causing silent failures. In a recent experiment where Claude was asked to emit JSON from the prompt, a further set of structurally valid but wrongly-shaped responses — severity field missing, findings nested under the wrong key — slipped past the script's JSON syntax check and were posted as generic, low-priority comments on production PRs. The parser needs to distinguish critical from informational findings, and wrong-shape-but-valid-JSON responses cannot be told apart from correct ones by syntax validation alone. What is the correct approach to produce reliable machine-parseable output?",multiple-choice,Run Claude Code with `--output-format json` and `--json-schema` pointing to your findings schema.,"The `--output-format json` flag alone produces JSON-formatted output but does not bind a schema. Adding `--json-schema` pointing to your findings schema instructs Claude Code to produce output matching that exact structure — severity fields present, findings at the expected key paths — eliminating both the 23% parse failures and the wrong-shape responses that slip past syntactic validation.","Pass `--output-format json` and embed the full JSON schema in the system prompt, instructing Claude to always output JSON matching that schema on every invocation.","relies on prompt-level format instructions, which produce inconsistent results — exactly the problem being solved; prompts cannot enforce schema compliance the way CLI-level schema binding can, even when the schema text is embedded in the system prompt.","Use `--output-format json` alone without a `--json-schema` binding, then validate each response programmatically with a JSON-schema validator and discard malformed responses to prevent pipeline failures.","validates JSON syntax but cannot distinguish structurally valid output from schema-compliant output: a response missing the severity field or nesting findings under the wrong key parses successfully and would still be posted, which is the exact failure mode described.",Parse Claude's Markdown output with a robust multi-format regex library that handles the various structural variations Claude produces across review runs.,treats the symptom (brittle parsing) rather than the cause (unstructured output) and will continue failing as Claude's natural-language phrasing varies across runs.,,,,,1,,Claude Code Configuration & Workflows
